name,time,group,group_desc,level,zone_area
lighting,1620215969784406538,32,Left_Pantry_Light,255,Middle_Floor
lighting,1620215977859484472,32,Left_Pantry_Light,0,Middle_Floor
lighting,1620216005523290651,9,Ensuite_Towel_Rail,0,Upper_Floor
lighting,1620216170258511674,32,Left_Pantry_Light,255,Middle_Floor
lighting,1620216177856093263,32,Left_Pantry_Light,0,Middle_Floor
lighting,1620216249471772281,32,Left_Pantry_Light,255,Middle_Floor
lighting,1620216256385775358,32,Left_Pantry_Light,0,Middle_Floor
lighting,1620216286562466412,17,Kate_Bedroom_Light,255,Upper_Floor
lighting,1620216965131371418,36,Right_Pantry_Light,255,Middle_Floor
lighting,1620216973130900346,36,Right_Pantry_Light,0,Middle_Floor
lighting,1620216983751038786,38,East_Spotlights,0,Front_Garden
lighting,1620216984009826092,36,Right_Pantry_Light,255,Middle_Floor
lighting,1620216989561599568,36,Right_Pantry_Light,0,Middle_Floor
lighting,1620217090438413330,76,West_Spotlights,255,Backyard
lighting,1620217090853429121,73,South_Porch_Lights,255,South_Path
lighting,1620217172136362429,76,West_Spotlights,0,Backyard
lighting,1620217172599956080,73,South_Porch_Lights,0,South_Path
lighting,1620217188772923627,61,Lower_Stair_Lights,0,Lower_Floor
lighting,1620217445045110855,37,Powder_Room_Fan,255,Middle_Floor
lighting,1620217445203884470,52,Powder_Room_Downlight,255,Middle_Floor
lighting,1620217664688441161,37,Powder_Room_Fan,0,Middle_Floor
lighting,1620217664718556982,52,Powder_Room_Downlight,0,Middle_Floor
lighting,1620218012540485602,45,Kitchen_Downlights,0,Middle_Floor
lighting,1620218012959798406,46,Kitchen_Pendant_Lights,1,Middle_Floor
lighting,1620218013152933694,46,Kitchen_Pendant_Lights,237,Middle_Floor
lighting,1620218013743885219,46,Kitchen_Pendant_Lights,0,Middle_Floor
lighting,1620218014542779420,48,Dining_Table_Downlights,0,Middle_Floor
lighting,1620218016604717526,19,Study_Downlights,0,Upper_Floor
lighting,1620218114060414583,15,Walk_In_Robe_Light,255,Upper_Floor
lighting,1620218374220928098,11,Upper_Hallway_Floor_Lights,0,Upper_Floor
lighting,1620218524612683342,14,Ensuite_Downlights,0,Upper_Floor
lighting,1620218530732430217,15,Walk_In_Robe_Light,0,Upper_Floor
lighting,1620219603017120595,1,Balcony_Lights,0,Upper_Floor
lighting,1620219603344156511,13,Balcony_Uplights,0,Upper_Floor
lighting,1620219603882719411,53,East_Up_Lights,0,Front_Garden
lighting,1620219604401347081,29,Deck_Lights,0,Middle_Floor
lighting,1620219604912132440,33,Kitchen_Strip_Light,0,Middle_Floor
lighting,1620219605457716674,34,Island_Bench_Strip_Light,0,Middle_Floor
lighting,1620219605985580448,92,Garden_Lights_1,0,Front_Garden
lighting,1620219606500764694,93,Garden_Lights_2,0,Front_Garden
lighting,1620219607022488361,95,Christmas_Lights,0,Front_Garden
lighting,1620219895286508181,22,Bathroom_Downlights,255,Upper_Floor
lighting,1620220100366439685,17,Kate_Bedroom_Light,0,Upper_Floor
lighting,1620220901204767933,22,Bathroom_Downlights,0,Upper_Floor
lighting,1620220969729352125,70,Guest_Bathroom_Downlight,255,Lower_Floor
lighting,1620221840619483666,70,Guest_Bathroom_Downlight,0,Lower_Floor
lighting,1620221842475862775,72,Rumpus_West_Downlights,0,Lower_Floor
lighting,1620221877707754479,68,Guest_Bedroom_Light,0,Lower_Floor
lighting,1620226528561296602,26,Tom_Bedroom_Fan,85,Upper_Floor
lighting,1620226529126102159,26,Tom_Bedroom_Fan,170,Upper_Floor
lighting,1620227682105390478,69,Lower_Hallway_Downlights,255,Lower_Floor
lighting,1620227690989065128,70,Guest_Bathroom_Downlight,255,Lower_Floor
lighting,1620227781732489351,70,Guest_Bathroom_Downlight,0,Lower_Floor
lighting,1620227784735524109,69,Lower_Hallway_Downlights,0,Lower_Floor
lighting,1620230401308510873,88,Plant_Room_Subfloor_Fan,255,Pool_Area
lighting,1620236681744220749,70,Guest_Bathroom_Downlight,255,Lower_Floor
lighting,1620236750442580695,70,Guest_Bathroom_Downlight,0,Lower_Floor
lighting,1620237601192881440,10,Bathroom_Towel_Rail,255,Upper_Floor
lighting,1620241206296922368,88,Plant_Room_Subfloor_Fan,0,Pool_Area
lighting,1620242101248907289,30,MF_Subfloor_Fan,255,Middle_Floor
lighting,1620243001507854405,9,Ensuite_Towel_Rail,255,Upper_Floor
lighting,1620243340738821149,14,Ensuite_Downlights,255,Upper_Floor
lighting,1620243400658311961,14,Ensuite_Downlights,0,Upper_Floor
lighting,1620244802312938720,9,Ensuite_Towel_Rail,0,Upper_Floor
lighting,1620244804142033012,10,Bathroom_Towel_Rail,0,Upper_Floor
lighting,1620245161096441075,17,Kate_Bedroom_Light,255,Upper_Floor
lighting,1620245162024106896,17,Kate_Bedroom_Light,39,Upper_Floor
lighting,1620245190740189915,22,Bathroom_Downlights,255,Upper_Floor
lighting,1620245305429492867,14,Ensuite_Downlights,255,Upper_Floor
lighting,1620245339473058784,3,Ensuite_Fan,255,Upper_Floor
lighting,1620245702764362811,30,MF_Subfloor_Fan,0,Middle_Floor
lighting,1620246155833174019,22,Bathroom_Downlights,0,Upper_Floor
lighting,1620246321511006605,22,Bathroom_Downlights,255,Upper_Floor
lighting,1620246498342596308,15,Walk_In_Robe_Light,255,Upper_Floor
lighting,1620246539222088162,15,Walk_In_Robe_Light,0,Upper_Floor
lighting,1620246544436242269,15,Walk_In_Robe_Light,255,Upper_Floor
lighting,1620246550867594712,15,Walk_In_Robe_Light,0,Upper_Floor
lighting,1620246560387764221,19,Study_Downlights,255,Upper_Floor
lighting,1620246615126056130,19,Study_Downlights,0,Upper_Floor
lighting,1620246637586011843,45,Kitchen_Downlights,255,Middle_Floor
lighting,1620246639395494372,46,Kitchen_Pendant_Lights,255,Middle_Floor
lighting,1620246721668252437,40,Upper_Stair_Lights,0,Upper_Floor
lighting,1620246870241111742,17,Kate_Bedroom_Light,0,Upper_Floor
lighting,1620246870720647813,17,Kate_Bedroom_Light,255,Upper_Floor
lighting,1620246884738545905,22,Bathroom_Downlights,0,Upper_Floor
lighting,1620247015007806625,17,Kate_Bedroom_Light,0,Upper_Floor
lighting,1620247055360700237,57,Laundry_Downlights,255,Lower_Floor
lighting,1620247060242230135,56,Laundry_Cupboard_Light,255,Lower_Floor
lighting,1620247088211047912,56,Laundry_Cupboard_Light,0,Lower_Floor
lighting,1620247092063284585,57,Laundry_Downlights,0,Lower_Floor
lighting,1620247312715847563,90,Garage_Light,255,Garage
lighting,1620247748441127745,3,Ensuite_Fan,0,Upper_Floor
lighting,1620247957355051650,14,Ensuite_Downlights,0,Upper_Floor
lighting,1620248104989383116,90,Garage_Light,0,Garage
lighting,1620248183878272885,67,Network_Room_Downlight,255,Lower_Floor
lighting,1620248187541710885,67,Network_Room_Downlight,0,Lower_Floor
lighting,1620248430677482668,90,Garage_Light,255,Garage
lighting,1620248455860994980,23,Sam_Bedroom_Light,255,Upper_Floor
lighting,1620248457525767095,23,Sam_Bedroom_Light,0,Upper_Floor
lighting,1620248661891692796,32,Left_Pantry_Light,255,Middle_Floor
lighting,1620248680290404474,32,Left_Pantry_Light,0,Middle_Floor
lighting,1620248682392318673,32,Left_Pantry_Light,255,Middle_Floor
lighting,1620248690005426120,32,Left_Pantry_Light,0,Middle_Floor
lighting,1620248873504478426,32,Left_Pantry_Light,255,Middle_Floor
lighting,1620248877298759063,32,Left_Pantry_Light,0,Middle_Floor
lighting,1620249113499586613,90,Garage_Light,0,Garage
lighting,1620249532311832393,14,Ensuite_Downlights,255,Upper_Floor
lighting,1620249592585698673,22,Bathroom_Downlights,255,Upper_Floor
lighting,1620249624840336022,14,Ensuite_Downlights,0,Upper_Floor
lighting,1620249770054687455,22,Bathroom_Downlights,0,Upper_Floor
lighting,1620249862757076307,36,Right_Pantry_Light,255,Middle_Floor
lighting,1620249871444224624,36,Right_Pantry_Light,0,Middle_Floor
lighting,1620250154613143869,52,Powder_Room_Downlight,255,Middle_Floor
lighting,1620250184193861480,52,Powder_Room_Downlight,0,Middle_Floor
lighting,1620250211508617284,45,Kitchen_Downlights,0,Middle_Floor
lighting,1620250211907586834,46,Kitchen_Pendant_Lights,0,Middle_Floor
lighting,1620255601759027819,9,Ensuite_Towel_Rail,255,Upper_Floor
lighting,1620257375492918530,59,Guest_Bathroom_Heat_Light,255,Lower_Floor
lighting,1620257383968704101,70,Guest_Bathroom_Downlight,255,Lower_Floor
lighting,1620257632702535231,57,Laundry_Downlights,255,Lower_Floor
lighting,1620257633230560492,57,Laundry_Downlights,0,Lower_Floor
lighting,1620257634257752676,57,Laundry_Downlights,255,Lower_Floor
lighting,1620257887691377348,70,Guest_Bathroom_Downlight,0,Lower_Floor
lighting,1620257889211071154,59,Guest_Bathroom_Heat_Light,0,Lower_Floor
lighting,1620257954883150302,52,Powder_Room_Downlight,255,Middle_Floor
lighting,1620257954924749813,40,Upper_Stair_Lights,255,Upper_Floor
lighting,1620257955850573153,40,Upper_Stair_Lights,0,Upper_Floor
lighting,1620257956522867965,40,Upper_Stair_Lights,255,Upper_Floor
lighting,1620258179689173171,46,Kitchen_Pendant_Lights,255,Middle_Floor
lighting,1620258190281683418,46,Kitchen_Pendant_Lights,0,Middle_Floor
lighting,1620258200265737387,37,Powder_Room_Fan,255,Middle_Floor
lighting,1620258203006477715,49,Upper_Stair_Landing_Downlights,255,Middle_Floor
lighting,1620258289153353321,52,Powder_Room_Downlight,0,Middle_Floor
lighting,1620258289880642654,40,Upper_Stair_Lights,0,Upper_Floor
lighting,1620258290856706865,49,Upper_Stair_Landing_Downlights,0,Middle_Floor
lighting,1620258291929346832,49,Upper_Stair_Landing_Downlights,255,Middle_Floor
lighting,1620258293674069503,40,Upper_Stair_Lights,255,Upper_Floor
lighting,1620258295526523720,52,Powder_Room_Downlight,255,Middle_Floor
lighting,1620258297162749635,52,Powder_Room_Downlight,0,Middle_Floor
lighting,1620258300841942506,37,Powder_Room_Fan,0,Middle_Floor
lighting,1620258301671475943,37,Powder_Room_Fan,255,Middle_Floor
lighting,1620258302310905039,37,Powder_Room_Fan,0,Middle_Floor
lighting,1620258319814601552,70,Guest_Bathroom_Downlight,255,Lower_Floor
lighting,1620258328536300931,7,Bathroom_Heat_Light,255,Upper_Floor
lighting,1620258334023236115,6,Bathroom_Light,255,Upper_Floor
lighting,1620258335225720797,7,Bathroom_Heat_Light,0,Upper_Floor
lighting,1620258336968022057,22,Bathroom_Downlights,255,Upper_Floor
lighting,1620258380086927571,52,Powder_Room_Downlight,255,Middle_Floor
lighting,1620258464838054679,70,Guest_Bathroom_Downlight,0,Lower_Floor
lighting,1620258990305101135,52,Powder_Room_Downlight,0,Middle_Floor
lighting,1620259094000208874,52,Powder_Room_Downlight,255,Middle_Floor
lighting,1620259581598676434,22,Bathroom_Downlights,0,Upper_Floor
lighting,1620259592767577329,7,Bathroom_Heat_Light,255,Upper_Floor
lighting,1620259593182097680,7,Bathroom_Heat_Light,0,Upper_Floor
lighting,1620259594220373160,8,Bathroom_Fan,255,Upper_Floor
lighting,1620259595230837118,8,Bathroom_Fan,0,Upper_Floor
lighting,1620259595995198347,22,Bathroom_Downlights,255,Upper_Floor
lighting,1620259685292680648,22,Bathroom_Downlights,0,Upper_Floor
lighting,1620259685438828547,6,Bathroom_Light,0,Upper_Floor
lighting,1620259693998180669,52,Powder_Room_Downlight,0,Middle_Floor
lighting,1620259822139524558,17,Kate_Bedroom_Light,255,Upper_Floor
lighting,1620260258565660489,17,Kate_Bedroom_Light,0,Upper_Floor
lighting,1620260446523062003,52,Powder_Room_Downlight,255,Middle_Floor
lighting,1620260464260993365,52,Powder_Room_Downlight,0,Middle_Floor
lighting,1620260464659471195,49,Upper_Stair_Landing_Downlights,0,Middle_Floor
lighting,1620260464774402188,40,Upper_Stair_Lights,0,Upper_Floor
lighting,1620260790369643638,14,Ensuite_Downlights,255,Upper_Floor
lighting,1620260863984393956,3,Ensuite_Fan,255,Upper_Floor
lighting,1620260864463930979,4,Ensuite_Heat_Light,255,Upper_Floor
lighting,1620260864895026947,2,Ensuite_Light,255,Upper_Floor
lighting,1620260865490700702,14,Ensuite_Downlights,0,Upper_Floor
lighting,1620260866000395409,3,Ensuite_Fan,0,Upper_Floor
lighting,1620260866643127251,4,Ensuite_Heat_Light,0,Upper_Floor
lighting,1620260870702485815,2,Ensuite_Light,0,Upper_Floor
lighting,1620262804463634105,9,Ensuite_Towel_Rail,0,Upper_Floor
lighting,1620266535868147803,22,Bathroom_Downlights,255,Upper_Floor
lighting,1620271639308736950,70,Guest_Bathroom_Downlight,255,Lower_Floor
lighting,1620271639644284386,58,Guest_Bathroom_Fan,255,Lower_Floor
lighting,1620272090666895060,68,Guest_Bedroom_Light,255,Lower_Floor
lighting,1620272965586805974,70,Guest_Bathroom_Downlight,0,Lower_Floor
lighting,1620273767393279431,70,Guest_Bathroom_Downlight,255,Lower_Floor
lighting,1620273818170677086,58,Guest_Bathroom_Fan,0,Lower_Floor
lighting,1620273818491101918,70,Guest_Bathroom_Downlight,0,Lower_Floor
lighting,1620273920600965689,70,Guest_Bathroom_Downlight,255,Lower_Floor
lighting,1620274132331248860,70,Guest_Bathroom_Downlight,0,Lower_Floor
lighting,1620275028812345772,36,Right_Pantry_Light,255,Middle_Floor
lighting,1620275033970879832,36,Right_Pantry_Light,0,Middle_Floor
lighting,1620276055603333397,68,Guest_Bedroom_Light,0,Lower_Floor
lighting,1620276220677603751,32,Left_Pantry_Light,255,Middle_Floor
lighting,1620276245042846220,32,Left_Pantry_Light,0,Middle_Floor
lighting,1620276564321992625,32,Left_Pantry_Light,255,Middle_Floor
lighting,1620276588351896052,32,Left_Pantry_Light,0,Middle_Floor
lighting,1620277427181878956,32,Left_Pantry_Light,255,Middle_Floor
lighting,1620277438455045776,36,Right_Pantry_Light,255,Middle_Floor
lighting,1620277438983529605,32,Left_Pantry_Light,0,Middle_Floor
lighting,1620277445110169585,36,Right_Pantry_Light,0,Middle_Floor
lighting,1620280736138515205,36,Right_Pantry_Light,255,Middle_Floor
lighting,1620280740487801409,36,Right_Pantry_Light,0,Middle_Floor
lighting,1620280912248662399,17,Kate_Bedroom_Light,255,Upper_Floor
lighting,1620283909387684202,70,Guest_Bathroom_Downlight,255,Lower_Floor
lighting,1620283921098193270,70,Guest_Bathroom_Downlight,0,Lower_Floor
lighting,1620284294747921950,32,Left_Pantry_Light,255,Middle_Floor
lighting,1620284962594514068,45,Kitchen_Downlights,255,Middle_Floor
lighting,1620284963001681536,46,Kitchen_Pendant_Lights,255,Middle_Floor
lighting,1620284963807386542,48,Dining_Table_Downlights,255,Middle_Floor
lighting,1620284978328445760,69,Lower_Hallway_Downlights,255,Lower_Floor
lighting,1620284981642064374,72,Rumpus_West_Downlights,255,Lower_Floor
lighting,1620284982601352038,69,Lower_Hallway_Downlights,0,Lower_Floor
lighting,1620285002581779009,1,Balcony_Lights,255,Upper_Floor
lighting,1620285003115913629,53,East_Up_Lights,255,Front_Garden
lighting,1620285003638895331,29,Deck_Lights,255,Middle_Floor
lighting,1620285004168479281,33,Kitchen_Strip_Light,255,Middle_Floor
lighting,1620285004680013491,34,Island_Bench_Strip_Light,255,Middle_Floor
lighting,1620285005210499138,92,Garden_Lights_1,255,Front_Garden
lighting,1620285005767062424,93,Garden_Lights_2,255,Front_Garden
lighting,1620285006264833846,95,Christmas_Lights,255,Front_Garden
lighting,1620290612542745949,22,Bathroom_Downlights,0,Upper_Floor
lighting,1620291197497409271,90,Garage_Light,255,Garage
lighting,1620291288219868084,54,Front_Door_Light,255,Front_Garden
lighting,1620291288732732944,89,Garage_External_Lights,255,Front_Garden
lighting,1620291354069819903,32,Left_Pantry_Light,0,Middle_Floor
lighting,1620291417671583833,40,Upper_Stair_Lights,255,Upper_Floor
lighting,1620291418328462954,52,Powder_Room_Downlight,255,Middle_Floor
lighting,1620291433662342984,11,Upper_Hallway_Floor_Lights,255,Upper_Floor
lighting,1620291465242157493,14,Ensuite_Downlights,255,Upper_Floor
lighting,1620291588116100746,54,Front_Door_Light,0,Front_Garden
lighting,1620291588357972455,89,Garage_External_Lights,0,Front_Garden
lighting,1620291799480773533,22,Bathroom_Downlights,255,Upper_Floor
lighting,1620291827955950335,90,Garage_Light,0,Garage
lighting,1620292018240884577,52,Powder_Room_Downlight,0,Middle_Floor
lighting,1620292026790562058,22,Bathroom_Downlights,0,Upper_Floor
lighting,1620292449137394485,14,Ensuite_Downlights,0,Upper_Floor
lighting,1620292476718940273,54,Front_Door_Light,255,Front_Garden
lighting,1620292477202705738,89,Garage_External_Lights,255,Front_Garden
lighting,1620292492755872785,54,Front_Door_Light,0,Front_Garden
lighting,1620292493341760200,89,Garage_External_Lights,0,Front_Garden
lighting,1620292876955977034,19,Study_Downlights,255,Upper_Floor
lighting,1620292893195145842,14,Ensuite_Downlights,255,Upper_Floor
lighting,1620293010403889416,3,Ensuite_Fan,255,Upper_Floor
lighting,1620293020234037990,32,Left_Pantry_Light,255,Middle_Floor
lighting,1620293025992636065,32,Left_Pantry_Light,0,Middle_Floor
lighting,1620294372510429115,3,Ensuite_Fan,0,Upper_Floor
lighting,1620294408137229503,14,Ensuite_Downlights,0,Upper_Floor
lighting,1620294441497234734,19,Study_Downlights,0,Upper_Floor
lighting,1620294910789680457,70,Guest_Bathroom_Downlight,255,Lower_Floor
lighting,1620295026889180539,70,Guest_Bathroom_Downlight,0,Lower_Floor
lighting,1620295034947881710,68,Guest_Bedroom_Light,255,Lower_Floor
lighting,1620295203019959370,9,Ensuite_Towel_Rail,255,Upper_Floor
lighting,1620295862543707636,52,Powder_Room_Downlight,255,Middle_Floor
lighting,1620296185019058705,38,East_Spotlights,255,Front_Garden
lighting,1620296189025342425,54,Front_Door_Light,255,Front_Garden
lighting,1620296255301085818,89,Garage_External_Lights,255,Front_Garden
lighting,1620296481321942446,52,Powder_Room_Downlight,0,Middle_Floor
lighting,1620296624422440789,54,Front_Door_Light,0,Front_Garden
lighting,1620296624918735871,89,Garage_External_Lights,0,Front_Garden
lighting,1620296646297569707,32,Left_Pantry_Light,255,Middle_Floor
lighting,1620296663463077705,32,Left_Pantry_Light,0,Middle_Floor
lighting,1620296709961023656,54,Front_Door_Light,255,Front_Garden
lighting,1620296710292759759,89,Garage_External_Lights,255,Front_Garden
lighting,1620296712566170919,32,Left_Pantry_Light,255,Middle_Floor
lighting,1620296716982052225,32,Left_Pantry_Light,0,Middle_Floor
lighting,1620297178496421701,36,Right_Pantry_Light,255,Middle_Floor
lighting,1620297188064749879,36,Right_Pantry_Light,0,Middle_Floor
lighting,1620298011763320093,38,East_Spotlights,0,Front_Garden
lighting,1620298012355201446,54,Front_Door_Light,0,Front_Garden
lighting,1620298013149436490,89,Garage_External_Lights,0,Front_Garden
lighting,1620300675108940401,32,Left_Pantry_Light,255,Middle_Floor
lighting,1620300678489990070,32,Left_Pantry_Light,0,Middle_Floor
lighting,1620300861524038187,36,Right_Pantry_Light,255,Middle_Floor
lighting,1620300867347478814,36,Right_Pantry_Light,0,Middle_Floor
lighting,1620301253488010408,37,Powder_Room_Fan,255,Middle_Floor
lighting,1620301253619015537,52,Powder_Room_Downlight,255,Middle_Floor
lighting,1620301307597469623,37,Powder_Room_Fan,0,Middle_Floor
lighting,1620301307627624779,52,Powder_Room_Downlight,0,Middle_Floor
lighting,1620302406514817619,9,Ensuite_Towel_Rail,0,Upper_Floor
lighting,1620303076825644445,70,Guest_Bathroom_Downlight,255,Lower_Floor
lighting,1620303271751209498,70,Guest_Bathroom_Downlight,0,Lower_Floor
lighting,1620304319842032056,72,Rumpus_West_Downlights,0,Lower_Floor
lighting,1620304398656300505,68,Guest_Bedroom_Light,0,Lower_Floor
lighting,1620305441734608555,22,Bathroom_Downlights,255,Upper_Floor
lighting,1620306003443571835,1,Balcony_Lights,0,Upper_Floor
lighting,1620306003494002009,13,Balcony_Uplights,0,Upper_Floor
lighting,1620306003910779727,53,East_Up_Lights,0,Front_Garden
lighting,1620306004437171877,29,Deck_Lights,0,Middle_Floor
lighting,1620306004961007649,33,Kitchen_Strip_Light,0,Middle_Floor
lighting,1620306005487998239,34,Island_Bench_Strip_Light,0,Middle_Floor
lighting,1620306006023057629,92,Garden_Lights_1,0,Front_Garden
lighting,1620306006529235559,93,Garden_Lights_2,0,Front_Garden
lighting,1620306007061101250,95,Christmas_Lights,0,Front_Garden
lighting,1620306341568104993,36,Right_Pantry_Light,255,Middle_Floor
lighting,1620306349042836354,36,Right_Pantry_Light,0,Middle_Floor
lighting,1620306496590418268,61,Lower_Stair_Lights,255,Lower_Floor
lighting,1620306519788624679,76,West_Spotlights,255,Backyard
lighting,1620306520270399270,73,South_Porch_Lights,255,South_Path
lighting,1620306598123735781,8,Bathroom_Fan,255,Upper_Floor
lighting,1620306650683211364,76,West_Spotlights,0,Backyard
lighting,1620306651102314620,73,South_Porch_Lights,0,South_Path
lighting,1620306661145121740,57,Laundry_Downlights,0,Lower_Floor
lighting,1620306677854956804,61,Lower_Stair_Lights,0,Lower_Floor
lighting,1620306897132321660,37,Powder_Room_Fan,255,Middle_Floor
lighting,1620306897513274155,52,Powder_Room_Downlight,255,Middle_Floor
lighting,1620306907193914856,17,Kate_Bedroom_Light,0,Upper_Floor
lighting,1620306947627544482,45,Kitchen_Downlights,0,Middle_Floor
lighting,1620306948026708015,46,Kitchen_Pendant_Lights,0,Middle_Floor
